claim_number,age_of_driver,safty_rating,annual_income,living_status,vehicle_category,vehicle_price,fraud
1781,41,40,37139,Rent,Medium,24045.19116,1
22473,32,31,34661,Own,Large,14970.522680000002,0
7021,59,82,40766,Own,Compact,38827.02897,0
7172,44,75,37851,Rent,Compact,6539.961653,0
14118,51,85,39313,Own,Compact,26250.43398,0
10071,21,53,30423,Own,Compact,14284.21223,0
23203,48,90,38715,Own,Medium,29773.60461,0
18809,21,72,30443,Rent,Medium,10971.02265,1
25619,50,79,39111,Own,Medium,12242.77705,1
7002,38,61,36371,Rent,Compact,48292.79177,0
10143,49,91,38941,Rent,Compact,30746.37293,0
11298,30,67,34010,Own,Medium,13894.02795,0
15894,52,77,39509,Rent,Medium,14345.58049,0
1585,32,54,34643,Own,Compact,25883.93153,0
1154,50,88,39108,Rent,Large,22496.91692,0
3205,30,84,34012,Rent,Medium,17964.06161,0
1093,44,91,37835,Own,Medium,13172.54115,0
16584,48,89,38721,Own,Large,28206.74367,0
11811,51,75,39303,Rent,Large,25148.89462,1
7221,51,99,39307,Own,Large,7382.340954,0
10924,56,54,40250,Rent,Compact,37033.13003,0
17412,43,47,37625,Own,Compact,15305.60248,0
14743,43,78,37629,Rent,Medium,28402.63597,0
13446,38,91,36377,Rent,Medium,18874.66836,0
21301,31,88,34327,Own,Medium,5471.039879999999,0
10045,24,82,31779,Own,Medium,22747.99268,0
9600,28,51,33311,Own,Medium,23982.26417,0
29688,25,82,32185,Rent,Medium,40330.2517,1
22682,29,73,33699,Rent,Compact,13704.84132,0
7145,42,88,37374,Own,Compact,18049.019,1
24449,38,70,36389,Own,Compact,23199.28109,0
4839,47,90,38499,Own,Medium,17248.44858,0
10937,32,58,34655,Own,Compact,29421.1941,0
20917,49,64,38919,Own,Compact,17596.55387,0
26240,56,69,40237,Own,Large,13379.74633,0
14785,44,87,37842,Own,Compact,19688.81477,1
18897,71,56,42633,Own,Medium,15568.65051,0
17758,52,76,39519,Own,Medium,30842.085560000003,0
15040,60,85,40932,Own,Compact,28267.48787,0
23747,58,94,40610,Own,Large,11985.17818,0
26893,29,68,33691,Rent,Medium,15220.5442,0
1353,50,90,39104,Own,Medium,29694.77869,0
27831,22,88,30934,Rent,Compact,9202.192212,0
13123,45,95,38067,Rent,Compact,9718.189807,0
12399,58,88,40610,Rent,Large,64772.66926,0
29590,30,77,34027,Own,Medium,29274.93417,0
12606,41,79,37136,Rent,Medium,27178.60148,0
16217,24,83,31774,Own,Compact,30649.40714,1
11510,88,66,44781,Rent,Medium,28941.33174,0
23021,37,61,36122,Own,Large,17057.24652,1
25433,36,85,35827,Rent,Large,36336.94271,0
1454,42,81,37359,Own,Compact,14501.62286,0
3746,46,58,38275,Own,Large,27799.02789,0
9469,23,84,31361,Rent,Large,31299.18074,0
13801,42,93,37377,Own,Large,33119.54328,0
4867,48,46,38715,Own,Large,27420.15755,0
21543,65,83,41751,Rent,Medium,11944.5162,0
24439,52,82,39519,Rent,Compact,21149.12932,0
15958,73,80,42886,Own,Compact,24425.65173,0
4160,30,97,34017,Own,Medium,27108.7166,0
886,49,64,38916,Rent,Medium,22336.72046,0
20382,37,80,36115,Own,Medium,28989.3084,0
2050,58,76,40602,Own,Medium,14714.21347,0
9322,28,86,33335,Rent,Medium,35275.7985,0
662,34,83,35259,Rent,Compact,4845.857893,0
20283,42,83,37380,Rent,Medium,10630.107,0
11112,25,76,32179,Rent,Medium,34826.027310000005,0
7270,31,88,34349,Rent,Compact,26798.63046,1
21376,38,68,36377,Own,Medium,12302.75333,0
3093,31,68,34329,Own,Large,30982.02604,1
4053,48,14,38703,Own,Compact,26880.00054,0
27081,58,57,40598,Own,Compact,14710.74786,0
6664,55,85,40080,Rent,Medium,19370.90008,0
20693,47,82,38502,Rent,Large,39361.88302,0
25051,57,90,40433,Own,Medium,7829.398783,0
3287,36,57,35845,Rent,Medium,23443.87731,0
26935,30,65,34011,Rent,Large,21723.197,1
6094,50,86,39127,Rent,Medium,45502.41922,0
6614,33,68,34961,Own,Large,28506.10351,0
10358,41,57,37131,Own,Large,10532.6197,0
28358,44,67,37857,Own,Compact,21723.58363,0
9871,52,81,39510,Rent,Medium,18573.69403,0
7169,37,63,36121,Rent,Medium,46467.65402,0
25458,42,93,37372,Rent,Medium,6370.763979,0
28375,63,76,41452,Rent,Medium,21468.91474,0
25561,53,70,39695,Rent,Medium,36161.74774,0
19778,44,60,37820,Own,Large,38060.8855,0
14841,34,60,35272,Rent,Large,14307.14206,0
22950,44,78,37836,Own,Large,19896.26493,0
18817,31,53,34347,Own,Medium,26071.66749,0
1435,42,75,37362,Own,Large,20023.63422,0
29728,53,50,39691,Own,Compact,11180.41357,0
16624,55,77,40078,Own,Large,28676.48151,0
7552,34,64,35273,Own,Large,25635.15559,0
23027,39,74,36624,Own,Large,28605.38654,0
10342,67,81,42043,Own,Large,19462.84443,0
10838,54,61,39893,Own,Large,42792.06765,0
6770,46,84,38299,Own,Large,45507.063610000005,0
7069,27,56,32965,Rent,Large,37274.38397,0
3970,56,89,40260,Own,Large,25899.93807,0
5381,26,87,32594,Rent,Medium,18519.57412,0
1105,40,80,36893,Rent,Compact,26698.182,0
1158,28,87,33326,Rent,Compact,18222.10924,0
23972,44,89,37841,Own,Medium,16111.059319999998,0
5847,40,91,36892,Own,Medium,22140.87002,0
21893,51,74,39301,Rent,Large,42306.01399,0
14997,22,40,30906,Own,Large,19181.00341,0
16304,32,67,34632,Own,Large,27624.06357,0
11008,33,66,34957,Rent,Large,10993.89267,0
27984,33,71,34967,Own,Large,16123.06057,0
21753,61,79,41104,Own,Medium,37660.78846,0
8609,53,68,39705,Rent,Medium,22221.03003,1
2713,75,89,43164,Own,Large,44475.84614,0
5767,33,68,34973,Own,Large,8387.542315,0
15005,55,53,40060,Rent,Medium,57703.95273,0
3377,25,77,32186,Rent,Medium,25290.85457,0
8090,36,90,35825,Own,Compact,18592.46841,0
11810,44,68,37834,Own,Compact,26633.52634,0
17112,41,52,37147,Rent,Compact,22186.96037,0
24989,32,78,34657,Own,Compact,6859.592048,0
15172,42,88,37364,Own,Compact,14535.34621,0
2531,48,79,38714,Rent,Large,35886.551660000005,0
4546,54,89,39878,Own,Large,31318.01364,0
17573,47,78,38500,Own,Compact,53798.0984,0
6386,45,65,38066,Own,Large,26265.69374,0
24255,48,65,38735,Own,Compact,21323.01157,0
11089,46,84,38262,Own,Large,25361.99125,0
7642,71,83,42627,Own,Compact,30235.981860000004,0
17296,32,95,34656,Rent,Medium,27057.87687,0
25228,27,94,32950,Rent,Medium,16357.46186,0
13227,56,86,40256,Rent,Large,17999.460619999998,0
7673,38,70,36367,Own,Medium,10522.64628,1
18716,40,93,36889,Rent,Large,10089.71727,0
27402,41,68,37152,Own,Compact,24152.35981,0
6757,57,72,40428,Rent,Compact,25401.39894,1
19443,38,52,36366,Own,Medium,24052.07339,0
14055,47,93,38494,Own,Compact,11878.35516,0
18434,49,84,38920,Rent,Large,8891.442645000001,0
19797,49,61,38898,Rent,Compact,47512.56833,0
2635,51,64,39314,Own,Medium,13414.13676,0
15563,55,69,40075,Rent,Medium,11563.43732,0
25632,45,63,38059,Rent,Large,22132.97402,0
28699,60,87,40951,Own,Large,16878.29633,0
7285,45,68,38055,Own,Large,26733.53102,0
11758,54,68,39875,Own,Compact,20232.10939,0
4706,26,71,32562,Own,Large,11915.55846,0
26498,37,72,36086,Own,Large,23904.55527,0
22842,19,65,29468,Own,Medium,12402.77456,1
11825,50,77,39142,Own,Large,22618.83237,0
17567,51,73,39314,Rent,Medium,24355.70548,0
5368,40,83,36884,Own,Medium,25208.04413,0
21385,27,85,32948,Rent,Compact,17454.68712,1
8938,28,66,33314,Rent,Medium,12265.40849,0
21590,38,64,36365,Rent,Medium,40144.38218,0
1889,39,78,36643,Rent,Large,13822.55878,0
863,49,52,38915,Rent,Medium,17753.151130000002,0
21803,45,18,38068,Own,Medium,17656.85712,0
27921,28,94,33325,Own,Compact,27331.048660000004,0
3246,43,86,37620,Rent,Compact,29429.07106,1
6395,40,57,36883,Own,Large,9336.190899,0
8317,26,74,32591,Rent,Compact,39297.40493,0
27137,56,84,40246,Own,Compact,37869.82503,0
12984,45,68,38067,Rent,Large,17010.1883,0
29594,38,41,36370,Rent,Compact,20603.57237,0
18833,43,79,37616,Rent,Medium,27832.90232,1
16682,49,95,38911,Rent,Large,14345.50291,0
12714,49,46,38938,Rent,Large,21331.149230000003,1
28416,39,92,36630,Own,Compact,18233.33708,0
27956,48,84,38722,Rent,Compact,30494.75481,0
23179,34,81,35281,Rent,Large,42280.16063,0
13754,52,49,39518,Own,Compact,46953.37065,0
28580,42,96,37366,Own,Large,47494.69832,0
1826,44,62,37828,Own,Compact,25572.15805,0
15140,51,38,39307,Own,Compact,8816.076748000001,0
257,25,75,32203,Rent,Medium,82404.59158,0
15079,34,85,35265,Rent,Large,14416.76161,0
28507,23,82,31357,Own,Medium,32868.42855,0
14732,28,57,33324,Rent,Compact,5937.716004,0
2710,67,89,42045,Rent,Medium,27449.67307,0
5279,31,51,34327,Rent,Medium,18611.46741,1
25780,54,83,39905,Rent,Compact,26431.98961,0
3793,32,91,34653,Own,Large,18211.32572,0
23561,24,50,31795,Own,Compact,34654.70275,0
17125,53,83,39693,Own,Medium,10873.00965,0
25747,44,74,37840,Rent,Medium,18199.44677,0
18294,39,86,36647,Own,Large,17717.68874,1
18623,56,94,40231,Own,Large,21028.39264,0
28906,56,90,40254,Own,Medium,18364.63763,0
28792,72,69,42766,Rent,Compact,7182.227290000001,0
2144,58,69,40604,Own,Large,16883.984640000002,0
9684,45,79,38048,Rent,Large,23473.675430000003,0
3698,35,70,35554,Rent,Compact,19075.44098,0
29950,33,51,34959,Rent,Compact,11484.42334,0
17658,48,60,38700,Rent,Medium,24730.85665,0
9509,37,89,36114,Own,Medium,31663.00194,0
14342,38,75,36355,Rent,Compact,37529.8944,0
133,24,90,31788,Rent,Compact,31221.26205,0
23950,28,91,33331,Rent,Medium,7520.535693000001,0
11893,42,90,37381,Own,Compact,14673.968019999998,0
13368,30,84,34010,Own,Large,22842.94991,0
6685,50,86,39130,Own,Large,33738.62086,1
6538,47,86,38510,Own,Compact,21506.10455,0
6358,40,81,36901,Rent,Large,20468.5546,0
26659,35,79,35550,Own,Compact,12228.13308,0
2912,39,91,36650,Own,Medium,28880.8678,1
29970,36,77,35853,Own,Compact,38787.63385,0
4577,29,62,33672,Rent,Compact,15426.4286,0
13701,20,73,29942,Own,Medium,20043.59842,0
8087,55,88,40079,Rent,Medium,17557.4977,0
21933,55,96,40080,Rent,Medium,34197.2018,0
6856,49,81,38927,Own,Compact,9436.263626,0
26110,52,95,39506,Own,Medium,17793.46453,0
11776,26,70,32575,Rent,Large,20127.18311,0
9168,40,84,36897,Rent,Compact,19559.4094,1
1132,72,42,42761,Rent,Medium,34221.498360000005,0
6743,56,43,40244,Own,Large,40349.24585,1
23169,37,85,36115,Own,Large,18854.49661,0
4993,57,83,40423,Own,Medium,21693.96828,0
25366,64,69,41596,Rent,Compact,24328.72916,0
25211,35,68,35555,Own,Large,27258.50628,0
4796,63,92,41421,Rent,Large,25001.16943,0
18318,46,54,38281,Own,Large,53467.56285,1
17610,57,85,40437,Own,Compact,20870.51022,0
4544,41,76,37133,Own,Medium,9914.367602,1
22531,36,90,35827,Own,Medium,54455.918560000006,0
17402,37,74,36114,Own,Medium,19105.9965,0
29005,47,85,38524,Own,Large,13441.75243,1
26827,34,76,35263,Rent,Large,10485.40649,0
1894,66,21,41893,Rent,Medium,20695.49692,0
2597,36,85,35852,Own,Large,41307.16496,0
23698,57,94,40432,Own,Large,13930.18646,1
27143,62,94,41276,Own,Compact,15267.42354,0
5130,32,88,34652,Own,Large,22913.22294,0
2047,52,82,39503,Rent,Compact,20037.16724,0
11766,33,58,34958,Rent,Compact,18696.89583,0
17336,61,94,41131,Own,Compact,14838.24046,0
18374,45,77,38058,Own,Large,8266.633106000001,0
28107,29,87,33668,Own,Large,20026.98395,0
1936,41,94,37152,Own,Large,24304.41159,0
21276,56,80,40248,Rent,Medium,50084.4004,0
7006,43,81,37608,Own,Medium,7887.562331,0
13566,45,77,38070,Own,Medium,16957.54106,0
11452,61,82,41107,Rent,Large,21059.60667,0
15570,34,90,35261,Own,Compact,18934.53461,0
23317,46,88,38267,Rent,Compact,29829.705680000003,1
24532,37,66,36136,Own,Large,17713.81755,0
18898,51,56,39332,Rent,Large,40165.976780000005,0
8908,35,75,35559,Own,Large,9258.757022,0
19499,43,88,37611,Own,Medium,9128.106301,0
2453,45,85,38058,Own,Compact,32294.38442,1
25209,52,89,39513,Rent,Large,6389.89635,1
19252,47,79,38518,Rent,Medium,15535.90055,0
23295,54,73,39892,Own,Compact,34573.1113,0
12843,46,93,38280,Own,Medium,28818.92507,0
26409,41,95,37154,Rent,Large,10896.59918,0
732,52,86,39518,Own,Compact,13781.54754,0
23890,58,79,40595,Rent,Medium,13139.63761,0
21755,57,82,40431,Rent,Large,23749.22367,0
18946,21,89,30441,Rent,Large,24405.95627,0
24593,43,80,37614,Own,Large,37137.60481,1
22857,52,92,39508,Own,Large,30976.78602,0
19874,41,85,37131,Rent,Medium,21526.03455,0
16063,42,68,37386,Rent,Large,22752.072030000003,0
12527,56,90,40264,Rent,Compact,12005.43059,0
15296,27,58,32953,Rent,Large,28219.09556,1
18974,32,77,34659,Rent,Large,49765.02986,0
27642,31,75,34359,Own,Medium,29875.53877,1
4913,30,84,34021,Own,Compact,17606.65161,0
8446,48,81,38703,Own,Medium,14583.45437,0
25660,31,25,34354,Own,Medium,17009.2318,1
2190,29,75,33669,Rent,Large,28940.31261,0
20246,46,74,38269,Own,Large,17503.54076,0
20718,51,71,39314,Rent,Large,22390.30965,0
25867,39,98,36622,Rent,Medium,30606.65788,0
15243,46,64,38302,Own,Medium,13179.2678,0
21221,38,88,36381,Own,Large,29200.549110000004,0
10011,51,56,39324,Rent,Large,29389.1225,0
16205,59,64,40787,Own,Medium,41713.96166,0
23848,33,86,34958,Own,Large,22029.90196,0
4717,43,58,37614,Own,Large,26067.00685,0
17277,27,91,32961,Rent,Medium,26113.7366,0
27944,42,83,37377,Own,Medium,9711.331623,0
8747,48,49,38705,Own,Medium,3579.494133,0
8766,50,77,39130,Own,Large,17826.41791,0
21895,32,65,34640,Own,Compact,12322.04473,0
20411,45,80,38058,Own,Compact,9592.344392,0
8898,21,57,30450,Rent,Compact,14126.83935,0
13770,76,78,43307,Own,Compact,10866.71674,0
14606,51,75,39331,Rent,Large,16783.29718,1
6194,58,54,40619,Own,Large,33773.54677,0
21062,48,74,38714,Rent,Medium,27867.69702,1
29821,75,74,43175,Own,Compact,8449.580763,0
12681,49,71,38917,Own,Medium,24685.29072,1
12318,32,84,34675,Own,Large,23512.32053,0
6535,59,87,40758,Rent,Large,17056.849459999998,0
5971,31,72,34340,Own,Large,21630.32389,0
23639,42,53,37380,Own,Medium,20492.83706,0
26620,25,95,32209,Rent,Large,20670.00634,0
12620,63,84,41427,Own,Compact,14337.09298,0
13084,43,75,37604,Rent,Compact,16116.26196,0
8535,34,67,35245,Rent,Compact,31696.70124,0
21884,36,80,35838,Rent,Large,13463.71237,1
1308,50,73,39109,Rent,Compact,22245.57138,0
27664,27,79,32953,Rent,Compact,28397.07292,0
12311,45,89,38082,Rent,Medium,42370.22912,1
7685,34,66,35270,Own,Large,21607.93717,1
14140,36,60,35830,Own,Large,36792.027160000005,0
284,44,67,37833,Own,Medium,22154.90606,0
8252,54,84,39879,Rent,Large,10918.24295,0
29385,42,76,37372,Own,Large,21704.189,0
4410,51,86,39298,Rent,Medium,16017.87597,0
11999,40,71,36909,Rent,Compact,10991.70263,0
10318,43,76,37622,Own,Compact,18816.19576,0
22493,26,76,32584,Rent,Large,10909.46647,0
24098,37,80,36119,Rent,Large,15038.26139,0
10760,46,64,38302,Rent,Large,21326.98284,1
12003,54,70,39888,Own,Compact,21899.39723,0
4161,40,90,36899,Own,Large,34632.87355,0
2926,37,58,36121,Rent,Compact,14362.52055,1
7865,22,78,30904,Rent,Medium,13707.97979,0
10170,33,61,34970,Own,Large,9847.756757,1
7609,66,89,41894,Own,Large,15205.60193,0
3207,49,78,38911,Own,Large,11074.57524,0
3227,54,68,39898,Own,Compact,11900.20883,0
10766,32,66,34657,Own,Medium,24533.55193,0
8165,46,65,38290,Own,Medium,20937.92851,0
21660,33,69,34961,Rent,Compact,19869.22213,1
18652,44,91,37854,Own,Compact,31839.84141,0
26510,41,93,37140,Own,Medium,13172.14117,0
19192,27,54,32967,Rent,Compact,21287.63896,0
28277,35,71,35551,Own,Compact,36000.47677,0
2747,30,59,34014,Own,Large,22755.63269,0
5097,39,70,36612,Own,Medium,30182.32549,1
12216,43,75,37613,Own,Large,25569.3384,1
29539,45,45,38057,Rent,Compact,30770.672560000003,0
15291,33,70,34964,Own,Compact,8190.444059,1
9713,47,71,38525,Own,Compact,15812.46742,1
5802,32,71,34659,Rent,Large,24603.64965,0
4572,51,46,39329,Rent,Large,5609.430537,0
23213,24,55,31773,Rent,Large,22283.81353,0
19154,36,49,35834,Rent,Medium,23718.82929,0
2860,35,40,35562,Own,Compact,13388.38637,1
20545,57,86,40439,Own,Compact,10995.60341,0
23657,55,84,40059,Rent,Medium,31766.45279,0
9230,59,78,40759,Rent,Medium,20929.46327,0
8521,52,77,39533,Own,Large,21372.55708,0
9678,48,68,38713,Rent,Compact,21029.46588,0
25213,61,53,41119,Rent,Medium,42561.70219,0
26603,50,76,39129,Own,Large,15988.86512,1
8806,55,73,40079,Own,Medium,14798.25069,0
5378,50,65,39129,Own,Medium,5287.605299,0
18060,29,80,33662,Own,Medium,10662.9436,0
15766,33,50,34973,Rent,Large,31598.36408,1
19456,43,79,37618,Own,Compact,4238.95892,1
23410,52,72,39508,Own,Compact,19568.78517,0
14543,38,91,36377,Rent,Compact,40289.36672,0
449,67,97,42050,Own,Compact,18732.66793,0
8587,26,88,32575,Rent,Medium,24005.05051,0
9640,49,53,38917,Own,Medium,10013.42109,0
5622,56,70,40253,Own,Medium,51948.32112,0
7207,53,96,39691,Rent,Compact,55467.50819,0
28211,53,82,39694,Rent,Compact,37503.745010000006,0
27161,29,60,33668,Rent,Medium,11041.63849,0
8721,36,63,35829,Own,Large,20006.94771,0
1499,40,74,36876,Rent,Medium,45561.16483,0
19460,48,69,38715,Own,Large,25572.35397,0
8424,39,88,36642,Rent,Medium,16602.84897,0
24314,41,65,37131,Rent,Large,9738.729197,0
8111,41,72,37133,Own,Large,6803.242201000001,0
9127,41,71,37151,Own,Medium,25140.26073,0
627,46,76,38287,Rent,Medium,10144.50293,1
17020,35,75,35555,Rent,Compact,21634.99629,0
21294,45,85,38067,Rent,Large,22001.83506,0
15009,34,54,35273,Own,Medium,12374.67812,0
14515,61,80,41108,Rent,Medium,14829.99407,0
18796,45,72,38068,Rent,Medium,17318.87354,0
8539,49,56,38921,Rent,Compact,14167.89333,0
23871,35,69,35556,Own,Large,23396.58139,0
12220,37,89,36097,Rent,Medium,7921.601573999999,0
29168,45,84,38070,Rent,Large,10459.40205,0
24673,42,89,37380,Own,Medium,8623.369961,0
22616,40,56,36877,Own,Large,12565.21664,0
23734,46,84,38297,Own,Medium,14383.50561,0
20337,41,79,37143,Own,Large,23546.99954,0
22367,39,70,36641,Own,Large,52273.91425,0
16812,46,68,38285,Own,Large,29716.146460000004,0
23822,31,72,34348,Own,Compact,27065.02056,0
1398,44,70,37851,Rent,Compact,24175.06773,0
25117,26,87,32583,Own,Medium,18256.81213,0
27331,56,88,40238,Own,Medium,19233.14611,1
14133,45,71,38079,Rent,Medium,19014.34544,0
5521,40,64,36912,Rent,Medium,12870.25461,0
6310,35,49,35559,Rent,Compact,18457.48928,0
6352,46,82,38282,Own,Compact,11908.16834,0
29587,34,89,35260,Own,Medium,28999.35012,0
18907,39,57,36636,Own,Large,33140.77604,0
28845,40,88,36880,Own,Medium,36240.56168,1
3306,29,78,33684,Rent,Large,30914.09427,0
27350,46,56,38285,Rent,Compact,25544.33021,0
3171,42,92,37396,Own,Compact,7945.757022,0
27425,42,34,37383,Rent,Compact,57032.10336,0
11706,41,79,37137,Rent,Compact,24090.85889,0
16350,27,73,32952,Rent,Compact,11415.71962,0
13976,60,70,40929,Rent,Medium,15512.32631,1
2268,62,33,41279,Rent,Medium,44026.25455,0
25774,46,72,38278,Own,Large,46387.77528,0
19461,61,82,41120,Own,Medium,9240.403536,0
5081,68,48,42175,Own,Compact,25690.62575,0
2966,36,42,35840,Own,Large,12515.37321,0
11055,46,57,38273,Rent,Large,29457.49475,1
19947,40,70,36884,Rent,Compact,24757.75269,0
23737,48,74,38722,Rent,Compact,19616.98034,0
28383,41,84,37154,Rent,Large,26673.17825,0
7950,41,82,37140,Own,Medium,40229.54219,1
14067,49,87,38912,Own,Compact,14574.999280000002,1
5423,44,72,37853,Own,Compact,16303.98719,1
26520,29,80,33651,Own,Medium,22138.54771,1
17525,35,28,35543,Own,Medium,25681.1754,0
16050,26,73,32585,Rent,Compact,26045.57801,1
25983,53,91,39706,Rent,Compact,9749.196303,0
15745,52,75,39508,Own,Compact,29239.38914,0
20570,58,54,40607,Own,Medium,30529.99208,0
19848,34,65,35275,Rent,Compact,38837.40255,1
27885,60,69,40952,Rent,Large,64920.64565,0
9527,60,55,40949,Own,Compact,22530.52303,1
18194,57,43,40438,Own,Large,14210.83864,0
16456,57,65,40427,Rent,Compact,9571.510337,0
23328,25,78,32191,Own,Large,18742.01984,0
23968,69,85,42356,Rent,Medium,12998.54969,0
20832,45,51,38072,Own,Medium,8804.897501000001,1
21007,36,82,35830,Own,Compact,20230.06299,1
26719,41,91,37139,Own,Compact,22605.54364,1
3487,56,73,40244,Rent,Medium,14382.291,0
7067,25,32,32188,Rent,Medium,12358.412,0
28591,53,88,39698,Own,Compact,70076.74782,0
23103,24,92,31787,Rent,Medium,17465.36393,0
19660,35,69,35556,Own,Compact,57707.60034,0
6298,57,62,40427,Rent,Medium,16032.5505,0
28677,47,72,38514,Own,Compact,22297.59464,1
9837,24,94,31788,Own,Compact,15893.77841,0
22799,46,60,38300,Own,Medium,28837.7057,1
23313,33,80,34979,Own,Large,31773.20644,0
28182,38,95,36370,Own,Compact,20481.73295,0
15610,46,30,38271,Own,Large,8761.354962000001,0
28376,24,78,31783,Rent,Large,9208.843525,1
6308,52,75,39525,Rent,Compact,17359.54366,0
8697,52,88,39513,Own,Large,31483.75504,0
3,21,75,30445,Rent,Large,29429.45218,0
8981,64,75,41592,Own,Medium,18339.18487,0
1575,25,72,32210,Rent,Medium,34442.18212,1
11148,40,88,36882,Own,Compact,14229.80965,0
799,41,88,37140,Own,Compact,38158.1679,1
12993,39,84,36624,Own,Compact,16662.61266,0
15153,43,68,37620,Own,Large,34153.11709,0
21913,40,79,36877,Own,Compact,18038.5089,1
25120,41,86,37124,Own,Medium,58364.891520000005,0
16921,35,48,35567,Rent,Large,36417.6347,0
10305,61,93,41106,Rent,Large,19487.74775,0
15922,37,66,36106,Own,Medium,17171.03574,0
2848,27,58,32955,Rent,Compact,24880.97467,1
10869,52,79,39501,Own,Compact,8995.044572,0
11926,40,60,36898,Own,Large,27976.38904,0
16306,90,34,44985,Own,Large,24960.61994,0
452,45,70,38073,Own,Compact,19711.04706,0
10851,33,75,34954,Own,Compact,47309.00501,0
13647,58,92,40615,Own,Large,15772.017930000002,0
15609,38,89,36386,Own,Large,24943.73597,0
2306,49,63,38906,Own,Compact,47931.60629,0
17870,43,60,37601,Own,Compact,56155.79735,0
10711,31,89,34321,Rent,Compact,27145.16344,1
19659,54,61,39875,Own,Large,20548.65506,0
29509,47,57,38490,Own,Medium,37183.92585,0
20773,45,79,38072,Rent,Compact,14625.00248,0
29912,44,74,37837,Own,Large,6639.568382,0
7855,48,84,38707,Own,Medium,20344.61396,0
8966,29,76,33666,Rent,Medium,36436.33908,0
29611,48,66,38714,Own,Large,14987.678930000002,1
17437,54,91,39895,Rent,Large,14488.451480000002,0
897,36,90,35836,Own,Compact,37698.58411,0
8718,63,80,41407,Own,Large,14703.81809,0
2370,58,92,40596,Own,Compact,23162.14387,1
14195,38,72,36392,Rent,Compact,27304.47869,0
